                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6089,                 4.1021,                 1.2372,                0.00544,                0.28415,                0.03777,                0.02022,                 1.5438,                 4.1157,                 1.1152,             0.00011817,             0.00011817,             0.00011817
                      2,                 1.7156,                 3.4333,                 1.1983,                0.01323,                0.48032,                0.10723,                0.05294,                 1.5767,                 3.7726,                  1.112,             0.00012394,             0.00012394,             0.00012394
