                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3019,                 2.3833,                 2.0052,                 1.1338,                0.09519,                 0.1499,                 0.0707,                0.03884,                 0.1016,                0.15286,                0.06833,                0.03576,                 1.5483,                 2.7182,                 2.9083,                 1.2886,             0.00065993,             0.00065993,             0.00065993
